tag,B,alpha,repr,order,n_draws_paired,d_heldout,jaccard_vs_primary,d_order_spread,ORDER_SENSITIVE
dinoL224,250,0.1,R3_render,shuffled_5,5,1.306663,1.0,0.0,0
dinoL224,250,0.1,R3_render,shuffled_6,5,1.306663,1.0,0.0,0
dinoL224,250,0.1,R3_render,shuffled_7,5,1.306663,1.0,0.0,0
dinoL224,250,0.1,R3_render,shuffled_8,5,1.306663,1.0,0.0,0
dinoL224,250,0.1,R3_render,shuffled_9,5,1.306663,1.0,0.0,0
dinoL224,250,0.2,R2_cut,asc_index,5,1.347792,1.0,0.0,0
dinoL224,250,0.2,R2_cut,asc_nc,5,1.347792,1.0,0.0,0
dinoL224,250,0.2,R2_cut,desc_es,5,1.347792,1.0,0.0,0
dinoL224,250,0.2,R2_cut,desc_nc,5,1.347792,1.0,0.0,0
dinoL224,250,0.2,R2_cut,shuffled_0,5,1.347792,1.0,0.0,0
dinoL224,250,0.2,R2_cut,shuffled_1,5,1.347792,1.0,0.0,0
dinoL224,250,0.2,R2_cut,shuffled_2,5,1.347792,1.0,0.0,0
dinoL224,250,0.2,R2_cut,shuffled_3,5,1.347792,1.0,0.0,0
dinoL224,250,0.2,R2_cut,shuffled_4,5,1.347792,1.0,0.0,0
dinoL224,250,0.2,R2_cut,shuffled_5,5,1.347792,1.0,0.0,0
dinoL224,250,0.2,R2_cut,shuffled_6,5,1.347792,1.0,0.0,0
dinoL224,250,0.2,R2_cut,shuffled_7,5,1.347792,1.0,0.0,0
dinoL224,250,0.2,R2_cut,shuffled_8,5,1.347792,1.0,0.0,0
dinoL224,250,0.2,R2_cut,shuffled_9,5,1.347792,1.0,0.0,0
dinoL224,250,0.2,R3_render,asc_index,5,1.264329,1.0,0.0,0
dinoL224,250,0.2,R3_render,asc_nc,5,1.264329,1.0,0.0,0
dinoL224,250,0.2,R3_render,desc_es,5,1.264329,1.0,0.0,0
dinoL224,250,0.2,R3_render,desc_nc,5,1.264329,1.0,0.0,0
dinoL224,250,0.2,R3_render,shuffled_0,5,1.264329,1.0,0.0,0
dinoL224,250,0.2,R3_render,shuffled_1,5,1.264329,1.0,0.0,0
dinoL224,250,0.2,R3_render,shuffled_2,5,1.264329,1.0,0.0,0
dinoL224,250,0.2,R3_render,shuffled_3,5,1.264329,1.0,0.0,0
dinoL224,250,0.2,R3_render,shuffled_4,5,1.264329,1.0,0.0,0
dinoL224,250,0.2,R3_render,shuffled_5,5,1.264329,1.0,0.0,0
dinoL224,250,0.2,R3_render,shuffled_6,5,1.264329,1.0,0.0,0
dinoL224,250,0.2,R3_render,shuffled_7,5,1.264329,1.0,0.0,0
dinoL224,250,0.2,R3_render,shuffled_8,5,1.264329,1.0,0.0,0
dinoL224,250,0.2,R3_render,shuffled_9,5,1.264329,1.0,0.0,0
dinoL224,250,0.5,R2_cut,asc_index,5,1.157022,0.937984,0.066994,1
dinoL224,250,0.5,R2_cut,asc_nc,5,1.118755,0.937984,0.066994,1
dinoL224,250,0.5,R2_cut,desc_es,5,1.13964,1.0,0.066994,1
dinoL224,250,0.5,R2_cut,desc_nc,5,1.13964,1.0,0.066994,1
dinoL224,250,0.5,R2_cut,shuffled_0,5,1.152927,0.937984,0.066994,1
dinoL224,250,0.5,R2_cut,shuffled_1,5,1.072646,0.968504,0.066994,1
dinoL224,250,0.5,R2_cut,shuffled_2,5,1.143679,0.968504,0.066994,1
dinoL224,250,0.5,R2_cut,shuffled_3,5,1.100161,0.937984,0.066994,1
dinoL224,250,0.5,R2_cut,shuffled_4,5,1.1455,0.945525,0.066994,1
dinoL224,250,0.5,R2_cut,shuffled_5,5,1.151336,0.937984,0.066994,1
dinoL224,250,0.5,R2_cut,shuffled_6,5,1.174679,0.930502,0.066994,1
dinoL224,250,0.5,R2_cut,shuffled_7,5,1.101023,0.945525,0.066994,1
dinoL224,250,0.5,R2_cut,shuffled_8,5,1.162047,0.953125,0.066994,1
dinoL224,250,0.5,R2_cut,shuffled_9,5,1.099265,0.945525,0.066994,1
dinoL224,250,0.5,R3_render,asc_index,5,1.120852,0.937984,0.060327,1
dinoL224,250,0.5,R3_render,asc_nc,5,1.101279,0.937984,0.060327,1
dinoL224,250,0.5,R3_render,desc_es,5,1.095171,1.0,0.060327,1
dinoL224,250,0.5,R3_render,desc_nc,5,1.095171,1.0,0.060327,1
dinoL224,250,0.5,R3_render,shuffled_0,5,1.141546,0.937984,0.060327,1
dinoL224,250,0.5,R3_render,shuffled_1,5,1.053377,0.968504,0.060327,1
dinoL224,250,0.5,R3_render,shuffled_2,5,1.125082,0.968504,0.060327,1
dinoL224,250,0.5,R3_render,shuffled_3,5,1.065395,0.937984,0.060327,1
dinoL224,250,0.5,R3_render,shuffled_4,5,1.099877,0.945525,0.060327,1
dinoL224,250,0.5,R3_render,shuffled_5,5,1.11955,0.937984,0.060327,1
dinoL224,250,0.5,R3_render,shuffled_6,5,1.155498,0.930502,0.060327,1
dinoL224,250,0.5,R3_render,shuffled_7,5,1.076707,0.945525,0.060327,1
dinoL224,250,0.5,R3_render,shuffled_8,5,1.113402,0.953125,0.060327,1
dinoL224,250,0.5,R3_render,shuffled_9,5,1.077572,0.945525,0.060327,1
dinoL224,250,1.0,R2_cut,asc_index,5,1.067947,0.818182,0.095824,1
dinoL224,250,1.0,R2_cut,asc_nc,5,1.064352,0.798561,0.095824,1
dinoL224,250,1.0,R2_cut,desc_es,5,1.046098,0.984127,0.095824,1
dinoL224,250,1.0,R2_cut,desc_nc,5,1.093995,1.0,0.095824,1
dinoL224,250,1.0,R2_cut,shuffled_0,5,1.038646,0.851852,0.095824,1
dinoL224,250,1.0,R2_cut,shuffled_1,5,1.041089,0.851852,0.095824,1
dinoL224,250,1.0,R2_cut,shuffled_2,5,0.998171,0.865672,0.095824,1
dinoL224,250,1.0,R2_cut,shuffled_3,5,1.079776,0.818182,0.095824,1
dinoL224,250,1.0,R2_cut,shuffled_4,5,1.00672,0.811594,0.095824,1
dinoL224,250,1.0,R2_cut,shuffled_5,5,1.160107,0.811594,0.095824,1
dinoL224,250,1.0,R2_cut,shuffled_6,5,1.04975,0.798561,0.095824,1
dinoL224,250,1.0,R2_cut,shuffled_7,5,1.111707,0.858736,0.095824,1
dinoL224,250,1.0,R2_cut,shuffled_8,5,1.15549,0.824818,0.095824,1
dinoL224,250,1.0,R2_cut,shuffled_9,5,1.093483,0.818182,0.095824,1
dinoL224,250,1.0,R3_render,asc_index,5,1.00298,0.818182,0.067963,1
dinoL224,250,1.0,R3_render,asc_nc,5,1.021974,0.798561,0.067963,1
dinoL224,250,1.0,R3_render,desc_es,5,1.014459,0.984127,0.067963,1
dinoL224,250,1.0,R3_render,desc_nc,5,1.026075,1.0,0.067963,1
dinoL224,250,1.0,R3_render,shuffled_0,5,0.995288,0.851852,0.067963,1
dinoL224,250,1.0,R3_render,shuffled_1,5,1.005157,0.851852,0.067963,1
dinoL224,250,1.0,R3_render,shuffled_2,5,0.958112,0.865672,0.067963,1
dinoL224,250,1.0,R3_render,shuffled_3,5,1.02468,0.818182,0.067963,1
dinoL224,250,1.0,R3_render,shuffled_4,5,0.989168,0.811594,0.067963,1
dinoL224,250,1.0,R3_render,shuffled_5,5,1.071476,0.811594,0.067963,1
dinoL224,250,1.0,R3_render,shuffled_6,5,1.042944,0.798561,0.067963,1
dinoL224,250,1.0,R3_render,shuffled_7,5,1.039127,0.858736,0.067963,1
dinoL224,250,1.0,R3_render,shuffled_8,5,1.072793,0.824818,0.067963,1
dinoL224,250,1.0,R3_render,shuffled_9,5,1.040441,0.818182,0.067963,1
dinoL224,250,2.0,R2_cut,asc_index,5,1.118574,0.824818,0.180023,1
dinoL224,250,2.0,R2_cut,asc_nc,5,1.192608,0.748252,0.180023,1
dinoL224,250,2.0,R2_cut,desc_es,5,1.304218,0.992032,0.180023,1
dinoL224,250,2.0,R2_cut,desc_nc,5,1.298598,1.0,0.180023,1
dinoL224,250,2.0,R2_cut,shuffled_0,5,1.257674,0.845018,0.180023,1
dinoL224,250,2.0,R2_cut,shuffled_1,5,1.297444,0.811594,0.180023,1
dinoL224,250,2.0,R2_cut,shuffled_2,5,1.21772,0.858736,0.180023,1
dinoL224,250,2.0,R2_cut,shuffled_3,5,1.184189,0.798561,0.180023,1
dinoL224,250,2.0,R2_cut,shuffled_4,5,1.234658,0.77305,0.180023,1
dinoL224,250,2.0,R2_cut,shuffled_5,5,1.266863,0.811594,0.180023,1
dinoL224,250,2.0,R2_cut,shuffled_6,5,1.276903,0.798561,0.180023,1
dinoL224,250,2.0,R2_cut,shuffled_7,5,1.193715,0.838235,0.180023,1
dinoL224,250,2.0,R2_cut,shuffled_8,5,1.225413,0.824818,0.180023,1
dinoL224,250,2.0,R2_cut,shuffled_9,5,1.290425,0.785714,0.180023,1
dinoL224,250,2.0,R3_render,asc_index,5,0.997534,0.824818,0.109189,1
dinoL224,250,2.0,R3_render,asc_nc,5,1.053566,0.748252,0.109189,1
dinoL224,250,2.0,R3_render,desc_es,5,1.112249,0.992032,0.109189,1
dinoL224,250,2.0,R3_render,desc_nc,5,1.098527,1.0,0.109189,1
dinoL224,250,2.0,R3_render,shuffled_0,5,1.154385,0.845018,0.109189,1
dinoL224,250,2.0,R3_render,shuffled_1,5,1.123251,0.811594,0.109189,1
dinoL224,250,2.0,R3_render,shuffled_2,5,0.989338,0.858736,0.109189,1
dinoL224,250,2.0,R3_render,shuffled_3,5,1.09205,0.798561,0.109189,1
dinoL224,250,2.0,R3_render,shuffled_4,5,1.156055,0.77305,0.109189,1
dinoL224,250,2.0,R3_render,shuffled_5,5,1.059637,0.811594,0.109189,1
dinoL224,250,2.0,R3_render,shuffled_6,5,1.105678,0.798561,0.109189,1
dinoL224,250,2.0,R3_render,shuffled_7,5,1.116612,0.838235,0.109189,1
dinoL224,250,2.0,R3_render,shuffled_8,5,1.082561,0.824818,0.109189,1
dinoL224,250,2.0,R3_render,shuffled_9,5,1.125709,0.785714,0.109189,1
dinoL224,250,5.0,R2_cut,asc_index,5,1.129096,0.838235,0.128272,1
dinoL224,250,5.0,R2_cut,asc_nc,5,1.21063,0.74216,0.128272,1
dinoL224,250,5.0,R2_cut,desc_es,5,1.163209,0.937984,0.128272,1
dinoL224,250,5.0,R2_cut,desc_nc,5,1.257368,1.0,0.128272,1
dinoL224,250,5.0,R2_cut,shuffled_0,5,1.205397,0.811594,0.128272,1
dinoL224,250,5.0,R2_cut,shuffled_1,5,1.256832,0.779359,0.128272,1
dinoL224,250,5.0,R2_cut,shuffled_2,5,1.211082,0.805054,0.128272,1
dinoL224,250,5.0,R2_cut,shuffled_3,5,1.203232,0.785714,0.128272,1
dinoL224,250,5.0,R2_cut,shuffled_4,5,1.25879,0.77305,0.128272,1
dinoL224,250,5.0,R2_cut,shuffled_5,5,1.224447,0.754386,0.128272,1
dinoL224,250,5.0,R2_cut,shuffled_6,5,1.191647,0.766784,0.128272,1
dinoL224,250,5.0,R2_cut,shuffled_7,5,1.234562,0.818182,0.128272,1
dinoL224,250,5.0,R2_cut,shuffled_8,5,1.23995,0.77305,0.128272,1
dinoL224,250,5.0,R2_cut,shuffled_9,5,1.137286,0.766784,0.128272,1
dinoL224,250,5.0,R3_render,asc_index,5,1.046486,0.838235,0.104115,1
dinoL224,250,5.0,R3_render,asc_nc,5,1.104852,0.74216,0.104115,1
dinoL224,250,5.0,R3_render,desc_es,5,1.081441,0.937984,0.104115,1
dinoL224,250,5.0,R3_render,desc_nc,5,1.105842,1.0,0.104115,1
dinoL224,250,5.0,R3_render,shuffled_0,5,1.131185,0.811594,0.104115,1
dinoL224,250,5.0,R3_render,shuffled_1,5,1.122923,0.779359,0.104115,1
dinoL224,250,5.0,R3_render,shuffled_2,5,1.001727,0.805054,0.104115,1
dinoL224,250,5.0,R3_render,shuffled_3,5,1.10114,0.785714,0.104115,1
dinoL224,250,5.0,R3_render,shuffled_4,5,1.117066,0.77305,0.104115,1
dinoL224,250,5.0,R3_render,shuffled_5,5,1.005276,0.754386,0.104115,1
dinoL224,250,5.0,R3_render,shuffled_6,5,1.082488,0.766784,0.104115,1
dinoL224,250,5.0,R3_render,shuffled_7,5,1.103811,0.818182,0.104115,1
dinoL224,250,5.0,R3_render,shuffled_8,5,1.122403,0.77305,0.104115,1
dinoL224,250,5.0,R3_render,shuffled_9,5,1.02677,0.766784,0.104115,1
dinoL224,250,10.0,R2_cut,asc_index,5,1.180432,0.908397,0.174921,1
dinoL224,250,10.0,R2_cut,asc_nc,5,1.223237,0.798561,0.174921,1
dinoL224,250,10.0,R2_cut,desc_es,5,1.225943,0.893939,0.174921,1
dinoL224,250,10.0,R2_cut,desc_nc,5,1.174978,1.0,0.174921,1
dinoL224,250,10.0,R2_cut,shuffled_0,5,1.172791,0.818182,0.174921,1
dinoL224,250,10.0,R2_cut,shuffled_1,5,1.214118,0.805054,0.174921,1
dinoL224,250,10.0,R2_cut,shuffled_2,5,1.198262,0.798561,0.174921,1
dinoL224,250,10.0,R2_cut,shuffled_3,5,1.24347,0.818182,0.174921,1
dinoL224,250,10.0,R2_cut,shuffled_4,5,1.349899,0.779359,0.174921,1
dinoL224,250,10.0,R2_cut,shuffled_5,5,1.211241,0.785714,0.174921,1
dinoL224,250,10.0,R2_cut,shuffled_6,5,1.298233,0.811594,0.174921,1
dinoL224,250,10.0,R2_cut,shuffled_7,5,1.215997,0.858736,0.174921,1
dinoL224,250,10.0,R2_cut,shuffled_8,5,1.19862,0.805054,0.174921,1
dinoL224,250,10.0,R2_cut,shuffled_9,5,1.183333,0.760563,0.174921,1
dinoL224,250,10.0,R3_render,asc_index,5,1.036884,0.908397,0.148594,1
dinoL224,250,10.0,R3_render,asc_nc,5,1.042146,0.798561,0.148594,1
dinoL224,250,10.0,R3_render,desc_es,5,1.126282,0.893939,0.148594,1
dinoL224,250,10.0,R3_render,desc_nc,5,1.039786,1.0,0.148594,1
dinoL224,250,10.0,R3_render,shuffled_0,5,1.100094,0.818182,0.148594,1
dinoL224,250,10.0,R3_render,shuffled_1,5,1.049322,0.805054,0.148594,1
dinoL224,250,10.0,R3_render,shuffled_2,5,1.037888,0.798561,0.148594,1
dinoL224,250,10.0,R3_render,shuffled_3,5,1.074524,0.818182,0.148594,1
dinoL224,250,10.0,R3_render,shuffled_4,5,1.18838,0.779359,0.148594,1
dinoL224,250,10.0,R3_render,shuffled_5,5,1.051373,0.785714,0.148594,1
dinoL224,250,10.0,R3_render,shuffled_6,5,1.121386,0.811594,0.148594,1
dinoL224,250,10.0,R3_render,shuffled_7,5,1.084077,0.858736,0.148594,1
dinoL224,250,10.0,R3_render,shuffled_8,5,1.060898,0.805054,0.148594,1
dinoL224,250,10.0,R3_render,shuffled_9,5,1.004707,0.760563,0.148594,1
dinoL224,250,20.0,R2_cut,asc_index,5,1.193797,0.992032,0.13664,1
dinoL224,250,20.0,R2_cut,asc_nc,5,1.16959,0.984127,0.13664,1
dinoL224,250,20.0,R2_cut,desc_es,5,1.210817,0.851852,0.13664,1
dinoL224,250,20.0,R2_cut,desc_nc,5,1.192106,1.0,0.13664,1
dinoL224,250,20.0,R2_cut,shuffled_0,5,1.288294,0.824818,0.13664,1
dinoL224,250,20.0,R2_cut,shuffled_1,5,1.215968,0.805054,0.13664,1
dinoL224,250,20.0,R2_cut,shuffled_2,5,1.248205,0.779359,0.13664,1
dinoL224,250,20.0,R2_cut,shuffled_3,5,1.222548,0.818182,0.13664,1
dinoL224,250,20.0,R2_cut,shuffled_4,5,1.328747,0.818182,0.13664,1
dinoL224,250,20.0,R2_cut,shuffled_5,5,1.236945,0.831502,0.13664,1
dinoL224,250,20.0,R2_cut,shuffled_6,5,1.247141,0.824818,0.13664,1
dinoL224,250,20.0,R2_cut,shuffled_7,5,1.251606,0.872659,0.13664,1
dinoL224,250,20.0,R2_cut,shuffled_8,5,1.191927,0.831502,0.13664,1
dinoL224,250,20.0,R2_cut,shuffled_9,5,1.184026,0.792115,0.13664,1
dinoL224,250,20.0,R3_render,asc_index,5,1.048126,0.992032,0.121726,1
dinoL224,250,20.0,R3_render,asc_nc,5,1.055139,0.984127,0.121726,1
dinoL224,250,20.0,R3_render,desc_es,5,1.050345,0.851852,0.121726,1
dinoL224,250,20.0,R3_render,desc_nc,5,1.035394,1.0,0.121726,1
dinoL224,250,20.0,R3_render,shuffled_0,5,1.15712,0.824818,0.121726,1
dinoL224,250,20.0,R3_render,shuffled_1,5,1.045897,0.805054,0.121726,1
dinoL224,250,20.0,R3_render,shuffled_2,5,1.043468,0.779359,0.121726,1
dinoL224,250,20.0,R3_render,shuffled_3,5,1.041797,0.818182,0.121726,1
dinoL224,250,20.0,R3_render,shuffled_4,5,1.146855,0.818182,0.121726,1
dinoL224,250,20.0,R3_render,shuffled_5,5,1.033415,0.831502,0.121726,1
dinoL224,250,20.0,R3_render,shuffled_6,5,1.058481,0.824818,0.121726,1
dinoL224,250,20.0,R3_render,shuffled_7,5,1.105264,0.872659,0.121726,1
dinoL224,250,20.0,R3_render,shuffled_8,5,1.007814,0.831502,0.121726,1
dinoL224,250,20.0,R3_render,shuffled_9,5,1.01169,0.792115,0.121726,1
dinoL224,250,40.0,R2_cut,asc_index,5,1.207688,1.0,0.110586,1
dinoL224,250,40.0,R2_cut,asc_nc,5,1.207688,1.0,0.110586,1
dinoL224,250,40.0,R2_cut,desc_es,5,1.318274,0.838235,0.110586,1
dinoL224,250,40.0,R2_cut,desc_nc,5,1.207688,1.0,0.110586,1
dinoL224,250,40.0,R2_cut,shuffled_0,5,1.289413,0.811594,0.110586,1
dinoL224,250,40.0,R2_cut,shuffled_1,5,1.238449,0.792115,0.110586,1
dinoL224,250,40.0,R2_cut,shuffled_2,5,1.205021,0.785714,0.110586,1
dinoL224,250,40.0,R2_cut,shuffled_3,5,1.225885,0.805054,0.110586,1
dinoL224,250,40.0,R2_cut,shuffled_4,5,1.285389,0.805054,0.110586,1
dinoL224,250,40.0,R2_cut,shuffled_5,5,1.219553,0.824818,0.110586,1
dinoL224,250,40.0,R2_cut,shuffled_6,5,1.273567,0.831502,0.110586,1
dinoL224,250,40.0,R2_cut,shuffled_7,5,1.296028,0.858736,0.110586,1
dinoL224,250,40.0,R2_cut,shuffled_8,5,1.196865,0.838235,0.110586,1
dinoL224,250,40.0,R2_cut,shuffled_9,5,1.237536,0.779359,0.110586,1
dinoL224,250,40.0,R3_render,asc_index,5,1.077042,1.0,0.112101,1
dinoL224,250,40.0,R3_render,asc_nc,5,1.077042,1.0,0.112101,1
dinoL224,250,40.0,R3_render,desc_es,5,1.189144,0.838235,0.112101,1
dinoL224,250,40.0,R3_render,desc_nc,5,1.077042,1.0,0.112101,1
dinoL224,250,40.0,R3_render,shuffled_0,5,1.187612,0.811594,0.112101,1
dinoL224,250,40.0,R3_render,shuffled_1,5,1.039977,0.792115,0.112101,1
dinoL224,250,40.0,R3_render,shuffled_2,5,1.023698,0.785714,0.112101,1
dinoL224,250,40.0,R3_render,shuffled_3,5,0.990736,0.805054,0.112101,1
dinoL224,250,40.0,R3_render,shuffled_4,5,1.163944,0.805054,0.112101,1
dinoL224,250,40.0,R3_render,shuffled_5,5,1.001769,0.824818,0.112101,1
dinoL224,250,40.0,R3_render,shuffled_6,5,1.027299,0.831502,0.112101,1
dinoL224,250,40.0,R3_render,shuffled_7,5,1.144125,0.858736,0.112101,1
dinoL224,250,40.0,R3_render,shuffled_8,5,1.01592,0.838235,0.112101,1
dinoL224,250,40.0,R3_render,shuffled_9,5,1.037254,0.779359,0.112101,1
dinoL224,500,0.02,R2_cut,asc_index,5,1.259874,1.0,0.0,0
dinoL224,500,0.02,R2_cut,asc_nc,5,1.259874,1.0,0.0,0
dinoL224,500,0.02,R2_cut,desc_es,5,1.259874,1.0,0.0,0
dinoL224,500,0.02,R2_cut,desc_nc,5,1.259874,1.0,0.0,0
dinoL224,500,0.02,R2_cut,shuffled_0,5,1.259874,1.0,0.0,0
dinoL224,500,0.02,R2_cut,shuffled_1,5,1.259874,1.0,0.0,0
dinoL224,500,0.02,R2_cut,shuffled_2,5,1.259874,1.0,0.0,0
dinoL224,500,0.02,R2_cut,shuffled_3,5,1.259874,1.0,0.0,0
dinoL224,500,0.02,R2_cut,shuffled_4,5,1.259874,1.0,0.0,0
dinoL224,500,0.02,R2_cut,shuffled_5,5,1.259874,1.0,0.0,0
dinoL224,500,0.02,R2_cut,shuffled_6,5,1.259874,1.0,0.0,0
dinoL224,500,0.02,R2_cut,shuffled_7,5,1.259874,1.0,0.0,0
dinoL224,500,0.02,R2_cut,shuffled_8,5,1.259874,1.0,0.0,0
dinoL224,500,0.02,R2_cut,shuffled_9,5,1.259874,1.0,0.0,0
dinoL224,500,0.02,R3_render,asc_index,5,1.009093,1.0,0.0,0
dinoL224,500,0.02,R3_render,asc_nc,5,1.009093,1.0,0.0,0
dinoL224,500,0.02,R3_render,desc_es,5,1.009093,1.0,0.0,0
dinoL224,500,0.02,R3_render,desc_nc,5,1.009093,1.0,0.0,0
dinoL224,500,0.02,R3_render,shuffled_0,5,1.009093,1.0,0.0,0
dinoL224,500,0.02,R3_render,shuffled_1,5,1.009093,1.0,0.0,0
dinoL224,500,0.02,R3_render,shuffled_2,5,1.009093,1.0,0.0,0
dinoL224,500,0.02,R3_render,shuffled_3,5,1.009093,1.0,0.0,0
dinoL224,500,0.02,R3_render,shuffled_4,5,1.009093,1.0,0.0,0
dinoL224,500,0.02,R3_render,shuffled_5,5,1.009093,1.0,0.0,0
dinoL224,500,0.02,R3_render,shuffled_6,5,1.009093,1.0,0.0,0
dinoL224,500,0.02,R3_render,shuffled_7,5,1.009093,1.0,0.0,0
dinoL224,500,0.02,R3_render,shuffled_8,5,1.009093,1.0,0.0,0
dinoL224,500,0.02,R3_render,shuffled_9,5,1.009093,1.0,0.0,0
dinoL224,500,0.05,R2_cut,asc_index,5,1.259874,1.0,0.0,0
dinoL224,500,0.05,R2_cut,asc_nc,5,1.259874,1.0,0.0,0
dinoL224,500,0.05,R2_cut,desc_es,5,1.259874,1.0,0.0,0
dinoL224,500,0.05,R2_cut,desc_nc,5,1.259874,1.0,0.0,0
dinoL224,500,0.05,R2_cut,shuffled_0,5,1.259874,1.0,0.0,0
dinoL224,500,0.05,R2_cut,shuffled_1,5,1.259874,1.0,0.0,0
dinoL224,500,0.05,R2_cut,shuffled_2,5,1.259874,1.0,0.0,0
dinoL224,500,0.05,R2_cut,shuffled_3,5,1.259874,1.0,0.0,0
dinoL224,500,0.05,R2_cut,shuffled_4,5,1.259874,1.0,0.0,0
dinoL224,500,0.05,R2_cut,shuffled_5,5,1.259874,1.0,0.0,0
dinoL224,500,0.05,R2_cut,shuffled_6,5,1.259874,1.0,0.0,0
dinoL224,500,0.05,R2_cut,shuffled_7,5,1.259874,1.0,0.0,0
dinoL224,500,0.05,R2_cut,shuffled_8,5,1.259874,1.0,0.0,0
dinoL224,500,0.05,R2_cut,shuffled_9,5,1.259874,1.0,0.0,0
dinoL224,500,0.05,R3_render,asc_index,5,1.009093,1.0,0.0,0
dinoL224,500,0.05,R3_render,asc_nc,5,1.009093,1.0,0.0,0
dinoL224,500,0.05,R3_render,desc_es,5,1.009093,1.0,0.0,0
dinoL224,500,0.05,R3_render,desc_nc,5,1.009093,1.0,0.0,0
dinoL224,500,0.05,R3_render,shuffled_0,5,1.009093,1.0,0.0,0
dinoL224,500,0.05,R3_render,shuffled_1,5,1.009093,1.0,0.0,0
dinoL224,500,0.05,R3_render,shuffled_2,5,1.009093,1.0,0.0,0
dinoL224,500,0.05,R3_render,shuffled_3,5,1.009093,1.0,0.0,0
dinoL224,500,0.05,R3_render,shuffled_4,5,1.009093,1.0,0.0,0
dinoL224,500,0.05,R3_render,shuffled_5,5,1.009093,1.0,0.0,0
dinoL224,500,0.05,R3_render,shuffled_6,5,1.009093,1.0,0.0,0
dinoL224,500,0.05,R3_render,shuffled_7,5,1.009093,1.0,0.0,0
dinoL224,500,0.05,R3_render,shuffled_8,5,1.009093,1.0,0.0,0
dinoL224,500,0.05,R3_render,shuffled_9,5,1.009093,1.0,0.0,0
dinoL224,500,0.1,R2_cut,asc_index,5,1.259874,1.0,0.0,0
dinoL224,500,0.1,R2_cut,asc_nc,5,1.259874,1.0,0.0,0
dinoL224,500,0.1,R2_cut,desc_es,5,1.259874,1.0,0.0,0
dinoL224,500,0.1,R2_cut,desc_nc,5,1.259874,1.0,0.0,0
dinoL224,500,0.1,R2_cut,shuffled_0,5,1.259874,1.0,0.0,0
dinoL224,500,0.1,R2_cut,shuffled_1,5,1.259874,1.0,0.0,0
dinoL224,500,0.1,R2_cut,shuffled_2,5,1.259874,1.0,0.0,0
dinoL224,500,0.1,R2_cut,shuffled_3,5,1.259874,1.0,0.0,0
dinoL224,500,0.1,R2_cut,shuffled_4,5,1.259874,1.0,0.0,0
dinoL224,500,0.1,R2_cut,shuffled_5,5,1.259874,1.0,0.0,0
dinoL224,500,0.1,R2_cut,shuffled_6,5,1.259874,1.0,0.0,0
dinoL224,500,0.1,R2_cut,shuffled_7,5,1.259874,1.0,0.0,0
dinoL224,500,0.1,R2_cut,shuffled_8,5,1.259874,1.0,0.0,0
dinoL224,500,0.1,R2_cut,shuffled_9,5,1.259874,1.0,0.0,0
dinoL224,500,0.1,R3_render,asc_index,5,1.009093,1.0,0.0,0
dinoL224,500,0.1,R3_render,asc_nc,5,1.009093,1.0,0.0,0
dinoL224,500,0.1,R3_render,desc_es,5,1.009093,1.0,0.0,0
dinoL224,500,0.1,R3_render,desc_nc,5,1.009093,1.0,0.0,0
dinoL224,500,0.1,R3_render,shuffled_0,5,1.009093,1.0,0.0,0
dinoL224,500,0.1,R3_render,shuffled_1,5,1.009093,1.0,0.0,0
dinoL224,500,0.1,R3_render,shuffled_2,5,1.009093,1.0,0.0,0
dinoL224,500,0.1,R3_render,shuffled_3,5,1.009093,1.0,0.0,0
dinoL224,500,0.1,R3_render,shuffled_4,5,1.009093,1.0,0.0,0
dinoL224,500,0.1,R3_render,shuffled_5,5,1.009093,1.0,0.0,0
dinoL224,500,0.1,R3_render,shuffled_6,5,1.009093,1.0,0.0,0
dinoL224,500,0.1,R3_render,shuffled_7,5,1.009093,1.0,0.0,0
dinoL224,500,0.1,R3_render,shuffled_8,5,1.009093,1.0,0.0,0
dinoL224,500,0.1,R3_render,shuffled_9,5,1.009093,1.0,0.0,0
dinoL224,500,0.2,R2_cut,asc_index,5,1.246402,1.0,0.000538,0
dinoL224,500,0.2,R2_cut,asc_nc,5,1.245864,0.996008,0.000538,0
dinoL224,500,0.2,R2_cut,desc_es,5,1.246402,1.0,0.000538,0
dinoL224,500,0.2,R2_cut,desc_nc,5,1.246402,1.0,0.000538,0
dinoL224,500,0.2,R2_cut,shuffled_0,5,1.246402,1.0,0.000538,0
dinoL224,500,0.2,R2_cut,shuffled_1,5,1.246402,1.0,0.000538,0
dinoL224,500,0.2,R2_cut,shuffled_2,5,1.246402,1.0,0.000538,0
dinoL224,500,0.2,R2_cut,shuffled_3,5,1.245864,0.996008,0.000538,0
dinoL224,500,0.2,R2_cut,shuffled_4,5,1.246402,1.0,0.000538,0
dinoL224,500,0.2,R2_cut,shuffled_5,5,1.246402,1.0,0.000538,0
dinoL224,500,0.2,R2_cut,shuffled_6,5,1.245864,0.996008,0.000538,0
dinoL224,500,0.2,R2_cut,shuffled_7,5,1.245864,0.996008,0.000538,0
dinoL224,500,0.2,R2_cut,shuffled_8,5,1.245864,0.996008,0.000538,0
dinoL224,500,0.2,R2_cut,shuffled_9,5,1.245864,0.996008,0.000538,0
dinoL224,500,0.2,R3_render,asc_index,5,1.037594,1.0,0.00355,0
dinoL224,500,0.2,R3_render,asc_nc,5,1.034043,0.996008,0.00355,0
